id,markets,founded in,employees,headquarters,country,total raised (USD),latest_round_amount (USD),latest_round_date,latest_round_type,acquired_by,acquired_at,acquired_amount (USD)
16169,"Software > Apps, Technology > Artificial Intelligence",2000.0,2.0,Los Angeles,United States,,,,,,,
16215,"Big Data, Big Data > Machine Learning, Health Care > Medical, Data Science > Computer Vision",2014.0,2.0,Ramat Hasharon,Israel,50000000.0,30000000.0,2018-06-07,Series C,,,
16247,"Analytics, Big Data > Machine Learning > Natural Language Processing, Marketing > Business Intelligence",2012.0,18.0,Coimbra,Portugal,1045607.0,1045607.0,2014-05-12,Seed fund,,,
16453,"Software > Enterprise Software, Big Data > Machine Learning, Analytics > Predictive Analytics",2012.0,11.0,Palo Alto,United States,31000000.0,8000000.0,2017-02-17,Series C,,,
16469,"Education, Big Data > Machine Learning, Recruiting > Employment",1999.0,11.0,San Francisco,United States,,,2014-09-01,Debt financing,,,
16543,"Internet > Ediscovery, Technology > Artificial Intelligence",2015.0,501.0,facebook.com/heykirapage,Russia,,,2015-04-10,Seed fund,,,
16573,"Technology > Information Technology, Retail, Technology, Home & Garden, Security, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Information Services, Data Science > Computer Vision, Retail > Retail Technology, Home & Garden > Interior Design, Data Science, Home & Garden > Home Decor",2012.0,5.0,Manchester,United Kingdom,1554054.0,886076.0,2017-02-07,Seed fund,,,
16575,"Internet > Web Development > Developer APIs, Big Data > Machine Learning, Technology > Artificial Intelligence",2012.0,12.0,Miami,United States,3595000.0,0.0,2017-07-15,Series B,,,
16579,"Big Data > Machine Learning, Data Science > Computer Vision, Software",2013.0,11.0,Montréal,Canada,13677984.0,10000000.0,2018-05-01,Series A,,,
16597,"Software > Enterprise Software, Services > Customer Service, Information Services, Big Data > Machine Learning > Natural Language Processing > Speech Recognition",2004.0,1001.0,Franklin,United States,118450000.0,56000000.0,2016-08-09,Venture Capital,,,
16659,"Technology > Artificial Intelligence, Data Science > Computer Vision",2007.0,200.0,Santa Monica,United States,36600000.0,26000000.0,2015-05-28,Series C,,,
16795,"Advertising, Advertising > Advertising Platforms, Media > Digital Media, Internet, Big Data > Machine Learning, Software",2013.0,,Plymouth,United Kingdom,13753479.0,3421053.0,2016-08-19,Angel,,,
16801,"Consumer Electronics > Wireless, Technology > Artificial Intelligence, Internet > Cloud Computing > Cloud Data Services, Data Science",2013.0,2.0,Santa Clara,United States,3670000.0,2000000.0,2017-12-15,Seed fund,,,
16827,"Technology, Hospitality, Big Data, Technology > Artificial Intelligence, Music Services",2014.0,2.0,Utrecht,The Netherlands,,,,,,,
16977,"Mobile, Technology, Software > Apps, Health > Personal Health, Health > Fitness, Health > Health and Wellness, Technology > Artificial Intelligence, Health Care, Software, Health > Personal Health > Quantified Self, Health",2014.0,11.0,London,United Kingdom,842529.0,0.0,2016-03-07,Venture Capital,,,
17183,"Internet > Social Media, Big Data > Machine Learning, Marketing > Email Marketing",2014.0,2.0,London,United Kingdom,240000.0,240000.0,2015-04-21,Seed fund,,,
17301,"Big Data > Machine Learning, Optimization, Software > Testing > User Testing",2014.0,2.0,San Francisco,United States,8720000.0,0.0,2018-02-12,Undisclosed funding,,,
17345,"Internet, Recruiting, Internet > Real Time, Big Data > Machine Learning",2013.0,11.0,New York,United States,5658000.0,0.0,2016-10-27,Venture Capital,,,
17723,"Internet > Cloud Computing, Big Data > Machine Learning, Internet of Things, Smart Home",1996.0,51.0,Nashville,United States,20600000.0,15000000.0,2015-04-28,Series B,,,
17971,"Mobile, Finance > Accounting, Technology > Artificial Intelligence, Businesses",2015.0,21.0,Goteborg,Sweden,3822727.0,3522727.0,2017-07-13,Seed fund,,,
18409,"Retail, Technology, Internet, Software > Enterprise Software, Internet > SaaS, Analytics, Big Data, Marketing > Business Intelligence, Technology > Artificial Intelligence, Software, Marketing",2015.0,23.0,Madrid,Spain,7475000.0,6000000.0,2018-04-10,Series A,,,
18429,"Technology > Artificial Intelligence, Research, Data Science > Computer Vision > Face Recognition",2011.0,,Beijing,China,1085000000.0,600000000.0,2018-07-23,Venture Capital,,,
18583,"Software > Productivity Software, Big Data > Machine Learning, Software",2013.0,2.0,London,United Kingdom,3500000.0,2000000.0,2016-11-15,Seed fund,,,
18827,"Technology > Artificial Intelligence, Analytics > Predictive Analytics, Health Care, Health Care > Health Care Information Technology",2015.0,5.0,Cluj-Napoca,United Kingdom,,,,,,,
18859,"E-Commerce, Technology > Artificial Intelligence, Internet > Curated Web > Product Discovery",2014.0,,Hyderabad,India,,,,,,,
18869,"Advertising, Analytics, Internet > Real Time, Big Data > Machine Learning, Software",2013.0,2.0,London,United Kingdom,1409067.0,1400000.0,2015-05-22,Venture Capital,,,
19217,"Analytics, Big Data, Big Data > Machine Learning > Natural Language Processing, Health Care > Medical > Clinical Trials",1997.0,501.0,Campbell,United States,75000000.0,40000000.0,2019-03-27,Venture Capital,,,
19237,"Technology > Artificial Intelligence, Data Science > Computer Vision",2013.0,2.0,"Palo Alto, CA",United States,120000.0,120000.0,2014-12-01,Seed fund,,,
19293,"Technology > Artificial Intelligence, Health Care > Medical, Health Care > Medical > Pharmaceuticals",2012.0,2.0,San Francisco,United States,51570000.0,45000000.0,2018-03-07,Series A,,,
19295,"Mobile, Advertising, Technology > Artificial Intelligence, Mobile > Mobile Advertising, Marketing, Marketing > Digital Marketing",2012.0,11.0,Paris,France,16000000.0,8000000.0,2015-06-04,Series A,,,
19383,"Big Data > Machine Learning, Technology > Biotechnology, Hardware > Computers, Architecture",2014.0,11.0,San Diego,United States,24400000.0,20500000.0,2015-06-04,Series B,Intel,2018-02-09,0.0
19655,"Big Data, Big Data > Machine Learning > Natural Language Processing, Technology > Data Mining",2014.0,2.0,Bratislava,Bulgaria,277447.0,222222.0,2015-06-09,Seed fund,,,
19831,"Analytics, Sports, Big Data > Machine Learning, Gaming, Gaming > ESports",2014.0,11.0,Berlin,Germany,12800000.0,6000000.0,2017-04-05,Series B,,,
20201,"Big Data, Big Data > Machine Learning, Data Architecture",2013.0,,Santa Clara,United States,4000000.0,4000000.0,2015-06-16,Series A,,,
20219,"Mobile, Consumer Electronics, Technology, Internet, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Internet of Things, Internet of Things > Sensors, Consumer Electronics > Wearables",2013.0,6.0,Stockholm,Sweden,2835624.0,617284.0,2018-02-19,Venture Capital,,,
20243,Big Data > Machine Learning,,,Cambridge,United States,,,,,Twitter,2015-06-18,0.0
20269,"Internet > SaaS, Big Data, Big Data > Machine Learning, Analytics > Predictive Analytics",2015.0,10.0,Westerville,United States,5700000.0,4000000.0,2016-11-10,Seed fund,,,
20321,"Technology > Information Technology, Software > Enterprise Software, Internet > SaaS, Marketing > Business Intelligence, Technology > Artificial Intelligence, Legal, Finance > Financial Services, Professional Services, Finance > Insurance, Telecommunications, Sales and Marketing > Sales Automation, Software",2006.0,51.0,Winnersh,United Kingdom,16176477.0,5000000.0,2017-11-29,Debt financing,,,
20415,"Technology, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Software, Technology > Deep Tech",2013.0,11.0,London  ,United Kingdom,22100000.0,14750000.0,2017-12-19,Series A,,,
20437,"Recruiting, Recruiting > Employment, Technology > Artificial Intelligence",2014.0,51.0,Bangalore,India,15000000.0,10000000.0,2017-02-27,Series B,,,
20557,"Consumer Electronics, Technology, Finance, Hardware, Security, Technology > Artificial Intelligence, Internet of Things, Finance > FinTech, Smart Home",2014.0,7.0,Malmö,Sweden,3102600.0,2539600.0,2017-11-22,Venture Capital,,,
20711,"Technology > Information Technology, Design, Technology, Technology > Artificial Intelligence, Internet of Things, Design > User Experience Design, Design > User Experience Design > Usability, Software, Technology > Deep Tech",2013.0,41.0,Paris,France,21300000.0,13483146.0,2017-06-14,Series A,,,
20952,"Technology, Finance, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > Insurance, Software, Technology > Deep Tech",2014.0,40.0,London,United Kingdom,34800000.0,25000000.0,2018-07-06,Series B,,,
20953,"Big Data > Machine Learning, Internet of Things > Sensors, Consumer Electronics > Wearables",2013.0,7.0,Chicago,United States,4300000.0,3000000.0,2015-06-30,Seed fund,,,
20978,"Image Recognition, Big Data > Machine Learning, Technology > Artificial Intelligence, Internet > Search > Visual Search",2012.0,30.0,Singapore,Singapore,34000000.0,20000000.0,2019-02-19,Series C,,,
21029,"Mobile, Photography, Big Data > Machine Learning, Technology > Artificial Intelligence",2015.0,16.0,Paris,France,,0.0,2017-02-28,Venture Capital,,,
21153,"Security, Software > Apps, Big Data > Machine Learning, Consumer Electronics > Wearables, Public Safety",2014.0,2.0,Paris,France,1314045.0,664045.0,2015-09-08,Seed fund,,,
21237,"Big Data > Machine Learning, Technology > Artificial Intelligence",2014.0,2.0,Redwood,United States,9600000.0,8500000.0,2017-08-08,Series B,,,
21404,"Education, Technology > Artificial Intelligence, Education > EdTech, Education > Learning",2015.0,6.0,San Francisco,United States,2300000.0,0.0,2018-07-17,Undisclosed funding,,,
21439,"Security, Technology > Artificial Intelligence, Internet of Things, Telecommunications",2017.0,8000.0,Amsterdam,The Netherlands,,,,,,,
21722,"Mobile, E-Commerce, Advertising, Consumer Goods > Fashion, Big Data > Machine Learning, E-Commerce > Shopping, Big Data > Data Visualization, Software > Mobile Applications",1970.0,26.0,Edinburgh,United Kingdom,12206190.0,7142857.0,2018-02-21,Venture Capital,,,
21757,"Analytics, Big Data > Machine Learning > Natural Language Processing, Research",2010.0,38.0,Virginia,United States,,,,,,,
21762,"Internet, Technology > Artificial Intelligence",2013.0,2.0,Durham,United States,1632500.0,1582500.0,2014-06-11,Venture capital,,,
22072,"Internet > SaaS, Big Data > Machine Learning, Energy, Software",2013.0,11.0,Austin,United States,0.0,0.0,2017-06-30,Angel,,,
22103,"Technology > Information Technology, Big Data > Machine Learning > Natural Language Processing, Health Care",2013.0,2.0,Austin,United States,2850000.0,0.0,2019-02-20,Undisclosed funding,,,
22248,"Services > Customer Service, Technology > Artificial Intelligence",2012.0,,Tokyo,Japan,,,,,,,
22272,"Technology > Information Technology, Big Data > Machine Learning, Technology > Artificial Intelligence",2011.0,2.0,Austin,United States,4100000.0,3600000.0,2017-06-27,Series A,,,
22631,"Events, Big Data > Machine Learning, Politics, Data Science, Software > Apps > App Development",2010.0,140.0,Dublin,Ireland,,,,,,,
22829,"Technology, Analytics, Big Data, Big Data > Machine Learning, Technology > Data Mining, Software",2013.0,11.0,San Francisco,United States,80600000.0,40000000.0,2018-08-08,Series D,,,
22926,"Analytics, Big Data > Machine Learning",2015.0,2.0,Cambridge,United States,10400000.0,7000000.0,2017-07-13,Series A,,,
22999,"Technology, Recruiting, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Businesses > Human Resources, Businesses",2015.0,10.0,The Hague,The Netherlands,,,,,,,
23188,"Internet > Search, Internet > Cloud Computing, Analytics, Big Data > Machine Learning > Natural Language Processing",2013.0,11.0,New York,United States,97800000.0,50000000.0,2017-02-28,Series B,,,
23241,"Transportation > Vehicles > Automotive, Technology > Artificial Intelligence, Consumer Electronics > Wearables > Augmented Reality, Virtual Reality",2015.0,70.0,Paris,France,,,,,,,
23325,"Mobile, Software > Enterprise Software, Technology > Artificial Intelligence, Application Platforms",2013.0,2.0,Helsinki,Finland,490222.0,10989.0,2015-08-12,Grant,,,
23387,"Mobile > Mobile Software Tools, Software > Productivity Software, Technology > Artificial Intelligence",2014.0,2.0,Mountain View,United States,1500000.0,1500000.0,2015-08-12,Series A,Microsoft,2016-08-23,0.0
23465,"Technology, Analytics, Big Data, Technology > Artificial Intelligence, Agriculture",2015.0,19.0,Lausanne,Switzerland,7400000.0,4200000.0,2017-09-01,Venture Capital,,,
23481,"Technology > Information Technology, Big Data > Machine Learning, Technology > Artificial Intelligence, Telecommunications",1998.0,20000.0,Worblaufen,Switzerland,,,,,,,
23486,"Big Data > Machine Learning > Natural Language Processing, Technology > Artificial Intelligence",2010.0,11.0,Palo Alto,United States,8600000.0,3000000.0,2015-08-13,Series B,Google,2016-09-19,0.0
23664,"Big Data > Machine Learning > Natural Language Processing, Media",,,Basel,Switzerland,,,,,,,
23810,"Technology, Finance, Big Data, Sales and Marketing, Marketing > CRM, Technology > Artificial Intelligence, Finance > Financial Services, Finance > Financial Services > Banking, Sales and Marketing > Sales Automation, Marketing, Finance > FinTech",2013.0,11.0,Geneva,Switzerland,,,,,,,
23911,Big Data > Machine Learning,2014.0,11.0,Palo Alto,United States,0.0,0.0,2015-08-18,Seed fund,,,
23958,"Technology, Finance, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > FinTech, Finance > FinTech > Blockchain",2014.0,33.0,Seychelles,,7273881.0,4050000.0,2018-01-01,Angel,,,
23989,"Big Data > Big Data Analytics, Marketing > Business Intelligence, Technology > Artificial Intelligence, Retail > Retail Technology",2012.0,100.0,Mumbai,India,5100000.0,750000.0,2017-01-06,Debt financing,,,
24149,"Big Data > Big Data Analytics, Big Data > Machine Learning, Security > Fraud Detection, Big Data > Data Visualization",2014.0,11.0,Palo Alto,United States,24750000.0,17500000.0,2017-12-12,Series B,PayPal,2018-06-22,120000000.0
24173,"Technology > Information Technology, Internet > SaaS, Technology > Artificial Intelligence",2015.0,,United States,United States,1190000.0,1190000.0,2016-08-18,Venture Capital,,,
24214,"Technology, Education, Big Data > Machine Learning, Education > Learning",2014.0,6.0,Derby,United Kingdom,,,,,,,
24216,"Sports, Technology > Artificial Intelligence, Communications",2015.0,,Stockholm,Sweden,24076043.0,9075943.0,2014-06-13,Venture capital,,,
24346,"Software > Enterprise Software, Internet > SaaS, Big Data > Machine Learning, Sales and Marketing > Sales Automation",2014.0,2.0,Mountain View,United States,8005000.0,6000000.0,2017-06-07,Series A,,,
24361,"Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Analytics > Predictive Analytics",2013.0,11.0,Chennai,India,,,,,,,
24519,"Software > Apps, Big Data > Machine Learning > Natural Language Processing, Knowledge Management",2012.0,2.0,New York,United States,3500000.0,3500000.0,2017-05-03,Seed fund,,,
24530,"Security, Big Data, Big Data > Machine Learning, Security > Information Security, Security > Cyber Security, Data Science",2015.0,8.0,Zurich,Switzerland,,,,,,,
24571,"Software > Games, Technology > Artificial Intelligence",,,Prague,Czech Republic,,,,,,,
24671,"Internet > Web Development > Developer APIs, Big Data > Machine Learning, Consumer Electronics > Wearables",2013.0,90.0,Toronto,Canada,2550000.0,2500000.0,2015-09-08,Seed fund,,,
